"","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원."
"900","004840","DRB동일","-",6560,"934","7.02","16,974","0.39",100,1.52,1565,NA,"코스피","금융업",6560,0,127788800000
"901","112240","에스에프씨","-",2905,"-","-","2,151","1.35",0,0,870,NA,"코스닥","화학",2905,125,127767227770
"902","019440","세아특수강","-",14900,"2,814","5.29","36,363","0.41",750,5.03,1853,NA,"코스피","철강금속",14900,200,1.27693e+11
"903","024090","디씨엠","-",10900,"1,371","7.95","13,211","0.83",460,4.22,1875,NA,"코스피","철강금속",10900,-150,1.2753e+11
"904","017180","명문제약","-",5190,"320","16.22","3,985","1.3",100,1.93,1834,NA,"코스피","의약품",5190,80,127362600000
"905","225330","씨엠에스에듀","-",6720,"550","12.22","2,717","2.47",750,11.16,1158,NA,"코스닥","기타서비스",6720,-30,127329000960
"906","248170","샘표식품","-",27850,"2,518","11.06","25,185","1.11",200,0.72,2156,NA,"코스피","음식료품",27850,750,127226765100
"907","007680","대원","-",11500,"2,249","5.11","21,808","0.53",200,1.74,36,NA,"코스닥","건설",11500,100,1.27075e+11
"908","161580","필옵틱스","-",7330,"1,099","6.67","5,695","1.29",300,4.09,1008,NA,"코스닥","IT H/W",7330,550,126606677340
"909","216050","인크로스","-",15800,"1,071","14.75","7,850","2.01",0,0,1124,NA,"코스닥","기타서비스",15800,650,126586361000
"910","010040","한국내화","-",5520,"548","10.07","5,387","1.02",25,0.45,1726,NA,"코스피","비금속광물",5520,210,126207248640
"911","058730","다스코","-",8190,"1,214","6.75","7,846","1.04",250,3.05,1977,NA,"코스피","기계",8190,200,1.26126e+11
"912","069540","라이트론","-",8900,"-","-","5,496","1.62",0,0,613,NA,"코스닥","IT H/W",8900,-100,126095351300
"913","010960","삼호개발","-",5040,"860","5.86","6,578","0.77",160,3.17,1747,NA,"코스피","건설업",5040,0,1.26e+11
"914","048910","대원미디어","-",9990,"507","19.7","5,063","1.97",0,0,394,NA,"코스닥","유통",9990,60,125663670540
"915","263770","유에스티","-",5300,"-","-","1,949","2.72",0,0,1240,NA,"코스닥","금속",5300,110,125610911600
"916","061040","알에프텍","-",6590,"196","33.62","6,214","1.06",50,0.76,526,NA,"코스닥","IT H/W",6590,140,125539500000
"917","038880","아이에이","-",3040,"-","-","819","3.71",0,0,286,NA,"코스닥","IT H/W",3040,170,125515702400
"918","126870","뉴로스","-",6550,"-","-","3,281","2",0,0,926,NA,"코스닥","기계·장비",6550,170,125447381600
"919","050890","쏠리드","-",3255,"-","-","1,833","1.78",0,0,416,NA,"코스닥","IT H/W",3255,250,124984380045
"920","035000","지투알","-",7530,"869","8.67","9,469","0.8",250,3.32,1934,NA,"코스피","서비스업",7530,-70,124752589770
"921","222080","씨아이에스","-",2325,"-","-","863","2.69",0,0,1148,NA,"코스닥","기계·장비",2325,65,124677439125
"922","036000","예림당","-",5400,"851","6.35","4,706","1.15",0,0,234,NA,"코스닥","출판·매체복제",5400,180,124385095800
"923","058430","포스코강판","-",20700,"2,999","6.9","36,071","0.57",750,3.62,1975,NA,"코스피","철강금속",20700,400,1.242e+11
"924","014200","광림","-",2495,"-","-","1,930","1.29",0,0,72,NA,"코스닥","운송장비·부품",2495,45,123812351555
"925","078000","텔코웨어","-",12750,"942","13.54","11,115","1.15",580,4.55,2012,NA,"코스피","서비스업",12750,150,123709501500
"926","034940","조아제약","-",4365,"57","76.58","1,914","2.28",0,0,220,NA,"코스닥","제약",4365,165,123574158315
"927","013990","아가방컴퍼니","-",3755,"-","-","5,079","0.74",0,0,69,NA,"코스닥","유통",3755,45,123492697680
"928","042370","비츠로테크","-",5520,"298","18.52","5,879","0.94",0,0,329,NA,"코스닥","금융",5520,80,123393378960
"929","106190","하이텍팜","-",17400,"296","58.78","14,416","1.21",100,0.57,848,NA,"코스닥","유통",17400,450,123344806800
"930","016790","현대사료","-",20050,"1,224","16.38","10,645","1.88",300,1.5,84,NA,"코스닥","음식료·담배",20050,400,123317244300
"931","036560","영풍정밀","-",7810,"581","13.44","19,788","0.39",200,2.56,248,NA,"코스닥","기계·장비",7810,30,123007500000
"932","000490","대동공업","-",5180,"464","11.16","8,991","0.58",60,1.16,1341,NA,"코스피","기계",5180,100,122912127800
"933","002760","보락","-",2050,"21","97.62","722","2.84",7,0.34,1463,NA,"코스피","화학",2050,50,1.22795e+11
"934","004650","창해에탄올","-",13350,"601","22.21","11,877","1.12",600,4.49,17,NA,"코스닥","음식료·담배",13350,-850,122698314750
"935","160550","NEW","-",4385,"-","-","4,659","0.94",0,0,1004,NA,"코스닥","오락·문화",4385,155,122368274810
"936","002360","SH에너지화학","-",1100,"86","12.79","950","1.16",43,3.91,1449,NA,"코스피","화학",1100,5,122247103000
"937","035610","솔본","-",4470,"-","-","4,663","0.96",0,0,228,NA,"코스닥","기타서비스",4470,95,122236606590
"938","234300","에스트래픽","-",10250,"310","33.06","3,708","2.76",20,0.2,1181,NA,"코스닥","IT S/W & SVC",10250,100,122192095000
"939","020710","시공테크","-",6090,"950","6.41","4,762","1.28",120,1.97,111,NA,"코스닥","기타서비스",6090,260,122092137300
"940","017370","우신시스템","-",6660,"-","-","6,391","1.04",20,0.3,1835,NA,"코스피","기계",6660,50,121971599640
"941","027740","마니커","-",769,"-","-","742","1.04",0,0,1894,NA,"코스피","음식료품",769,24,121865424786
"942","302430","이노메트리","-",25200,"360","70","1,923","13.1",0,0,1293,NA,"코스닥","기계·장비",25200,-700,121592721600
"943","067000","조이시티","-",10300,"-","-","2,877","3.58",0,0,584,NA,"코스닥","IT S/W & SVC",10300,200,121368968500
"944","238200","비피도","-",29650,"663","44.72","6,165","4.81",0,0,1189,NA,"코스닥","음식료·담배",29650,-1650,121268500000
"945","141000","비아트론","-",10000,"1,004","9.96","8,955","1.12",100,1,970,NA,"코스닥","IT H/W",10000,270,121147100000
"946","053610","프로텍","-",12800,"2,939","4.36","15,401","0.83",200,1.56,456,NA,"코스닥","IT H/W",12800,-100,121090598400
"947","086040","바이오톡스텍","-",8310,"96","86.56","1,833","4.53",0,0,711,NA,"코스닥","기타서비스",8310,480,121032017130
"948","285490","노바텍","-",26150,"1,103","23.71","4,200","6.23",0,0,1272,NA,"코스닥","기타 제조",26150,1450,120990820000
"949","007810","코리아써키트","-",5110,"855","5.98","13,413","0.38",0,0,1672,NA,"코스피","전기전자",5110,30,120702037610
"950","093190","빅솔론","-",6270,"1,155","5.43","7,166","0.87",150,2.39,768,NA,"코스닥","IT H/W",6270,10,120627934350
"951","263920","에스엔피월드","-",15300,"89","171.91","2,789","5.49",0,0,1244,NA,"코스닥","기타 제조",15300,800,120511674000
"952","001550","조비","-",23200,"231","100.43","9,202","2.52",0,0,1408,NA,"코스피","화학",23200,750,120459944800
"953","043090","팜스웰바이오","-",4470,"14","319.29","690","6.48",0,0,336,NA,"코스닥","유통",4470,20,120457631520
"954","091970","나노캠텍","-",5680,"-","-","2,753","2.06",0,0,758,NA,"코스닥","화학",5680,180,120427564480
"955","014160","대영포장","-",1110,"-","-","1,213","0.92",0,0,1796,NA,"코스피","종이목재",1110,5,120317949390
"956","200880","서연이화","-",4450,"1,264","3.52","24,673","0.18",150,3.37,2140,NA,"코스피","운수장비",4450,75,120276544650
"957","094280","효성ITX","-",10400,"785","13.25","5,025","2.07",500,4.81,2058,NA,"코스피","서비스업",10400,0,120205280000
"958","100090","삼강엠앤티","-",4545,"5,275","0.86","8,766","0.52",0,0,815,NA,"코스닥","금속",4545,95,120103483905
"959","095340","ISC","-",8620,"1,238","6.96","11,360","0.76",350,4.06,786,NA,"코스닥","IT H/W",8620,320,119558141480
"960","110990","디아이티","-",6320,"733","8.62","8,091","0.78",0,0,865,NA,"코스닥","IT H/W",6320,250,1.19448e+11
"961","053980","오상자이엘","-",6730,"172","39.13","2,814","2.39",0,0,462,NA,"코스닥","IT S/W & SVC",6730,260,119443245860
"962","002900","동양물산","-",1825,"23","79.35","2,029","0.9",15,0.82,1474,NA,"코스피","기계",1825,20,119334742500
"963","234920","자이글","-",8780,"384","22.86","6,292","1.4",0,0,1182,NA,"코스닥","일반전기전자",8780,670,118801389800
"964","214430","아이쓰리시스템","-",16700,"1,388","12.03","9,290","1.8",270,1.62,1111,NA,"코스닥","일반전기전자",16700,350,118682892000
"965","142280","녹십자엠에스","-",12400,"-","-","2,537","4.89",0,0,975,NA,"코스닥","제약",12400,450,1.18544e+11
"966","203650","드림시큐리티","-",3310,"-","-","569","5.82",0,0,1080,NA,"코스닥","출판·매체복제",3310,110,118517045740
"967","260660","알리코제약","-",12350,"534","23.13","2,872","4.3",100,0.81,1228,NA,"코스닥","제약",12350,500,118505351250
"968","079370","제우스","-",11400,"1,808","6.31","17,455","0.65",200,1.75,663,NA,"코스닥","기계·장비",11400,250,118377600000
"969","015710","코콤","-",6750,"646","10.45","5,835","1.16",165,2.44,78,NA,"코스닥","IT H/W",6750,80,118330875000
"970","263700","케어랩스","-",19150,"1,095","17.49","5,059","3.79",0,0,1237,NA,"코스닥","IT S/W & SVC",19150,250,118122466250
"971","251370","와이엠티","-",15950,"974","16.38","7,867","2.03",0,0,1211,NA,"코스닥","화학",15950,1200,118112940000
"972","138360","에이씨티","-",4325,"-","-","1,811","2.39",0,0,959,NA,"코스닥","화학",4325,315,117935112050
"973","005800","신영와코루","-",131000,"10,140","12.92","338,648","0.39",1500,1.15,1610,NA,"코스피","섬유의복",131000,0,1.179e+11
"974","008290","원풍물산","-",3070,"2","1,535","787","3.9",0,0,40,NA,"코스닥","섬유·의류",3070,55,117862767670
"975","048870","시너지이노베이션","-",2050,"-","-","560","3.66",0,0,393,NA,"코스닥","의료·정밀기기",2050,35,117723308200
"976","053300","한국정보인증","-",3775,"177","21.33","2,377","1.59",50,1.32,452,NA,"코스닥","IT S/W & SVC",3775,65,117647875000
"977","007330","푸른저축은행","-",7800,"1,717","4.54","15,330","0.51",550,7.05,32,NA,"코스닥","금융",7800,0,117645840000
"978","072870","메가스터디","-",9860,"-","-","20,070","0.49",700,7.1,626,NA,"코스닥","출판·매체복제",9860,10,117540655740
"979","009200","무림페이퍼","-",2820,"641","4.4","9,866","0.29",25,0.89,1704,NA,"코스피","종이목재",2820,45,117338254200
"980","017900","광전자","-",2025,"55","36.82","3,558","0.57",50,2.47,1841,NA,"코스피","전기전자",2025,20,117336120075
"981","072470","우리산업홀딩스","-",6210,"127","48.9","7,178","0.87",50,0.81,623,NA,"코스닥","금융",6210,-60,117290387610
"982","037270","YG PLUS","-",2015,"-","-","1,623","1.24",0,0,1944,NA,"코스피","기타제조",2015,10,117213968560
"983","093320","케이아이엔엑스","-",24000,"1,366","17.57","11,621","2.07",220,0.92,769,NA,"코스닥","IT S/W & SVC",24000,900,1.1712e+11
"984","001260","남광토건","-",11900,"174","68.39","4,411","2.7",0,0,1385,NA,"코스피","건설업",11900,50,116946012400
"985","206560","덱스터","-",4745,"-","-","1,826","2.6",0,0,1091,NA,"코스닥","오락·문화",4745,245,116905075105
"986","180400","캔서롭","-",6140,"-","-","1,738","3.53",0,0,1032,NA,"코스닥","기타서비스",6140,460,116758903120
"987","264900","크라운제과","-",9300,"1,028","9.05","9,083","1.02",250,2.69,2159,NA,"코스피","음식료품",9300,-280,116471805000
"988","092220","KEC","-",1035,"10","103.5","1,961","0.53",12,1.16,2050,NA,"코스피","전기전자",1035,10,116387427735
"989","054450","텔레칩스","-",8600,"136","63.24","6,076","1.42",100,1.16,472,NA,"코스닥","IT H/W",8600,310,116150834600
"990","078890","가온미디어","-",7990,"475","16.82","9,317","0.86",120,1.5,658,NA,"코스닥","IT H/W",7990,-10,115973259990
"991","130660","한전산업","-",3555,"428","8.31","2,188","1.62",198,5.57,2106,NA,"코스피","서비스업",3555,-5,1.15893e+11
"992","101140","아티스","-",4900,"-","-","479","10.23",0,0,2071,NA,"코스피","유통업",4900,450,115841933900
"993","151860","KG ETS","-",3210,"327","9.82","4,087","0.79",100,3.12,992,NA,"코스닥","기타서비스",3210,10,1.1556e+11
"994","108380","대양전기공업","-",12050,"1,256","9.59","19,204","0.63",0,0,853,NA,"코스닥","운송장비·부품",12050,0,115286362650
"995","014530","극동유화","-",3295,"445","7.4","4,256","0.77",160,4.86,1800,NA,"코스피","화학",3295,5,114894738900
"996","006910","보성파워텍","-",2505,"-","-","1,835","1.37",0,0,30,NA,"코스닥","금속",2505,75,114866071095
"997","141020","포티스","-",2395,"79","30.32","699","3.43",0,0,971,NA,"코스닥","유통",2395,95,114580176950
"998","003080","성보화학","-",5720,"471","12.14","8,063","0.71",572,10,1485,NA,"코스피","화학",5720,-70,114514400000
"999","023000","삼원강재","-",2840,"275","10.33","4,874","0.58",115,4.05,1865,NA,"코스피","운수장비",2840,5,1.136e+11
"1000","017040","광명전기","-",2620,"-","-","2,029","1.29",0,0,1833,NA,"코스피","전기전자",2620,45,113544551300
"1001","000650","천일고속","-",79400,"18,993","4.18","32,982","2.41",15300,19.27,1349,NA,"코스피","운수창고업",79400,-1200,113480068000
"1002","004540","깨끗한나라","-",3045,"-","-","4,949","0.62",0,0,1553,NA,"코스피","종이목재",3045,30,113397910185
"1003","140070","서플러스글로벌","-",3065,"539","5.69","2,922","1.05",75,2.45,965,NA,"코스닥","유통",3065,15,113368220000
"1004","173940","에프엔씨엔터","-",7890,"-","-","4,725","1.67",0,0,1019,NA,"코스닥","오락·문화",7890,-20,113338903200
"1005","064800","필링크","-",1835,"63","29.13","1,796","1.02",0,0,544,NA,"코스닥","유통",1835,10,113089446210
"1006","075180","새론오토모티브","-",5890,"691","8.52","11,439","0.51",150,2.55,2008,NA,"코스피","운수장비",5890,270,1.13088e+11
"1007","025560","미래산업","-",178,"-","-","96","1.85",0,0,1883,NA,"코스피","의료정밀",178,1,112997675200
"1008","065130","탑엔지니어링","-",7070,"879","8.04","9,879","0.72",50,0.71,547,NA,"코스닥","기계·장비",7070,290,112952136990
"1009","005870","휴니드","-",8000,"1,177","6.8","8,123","0.98",0,0,1615,NA,"코스피","전기전자",8000,-20,112928120000
"1010","214270","퓨쳐스트림네트웍스","-",1285,"8","160.62","424","3.03",0,0,1108,NA,"코스닥","출판·매체복제",1285,-40,112878215165
"1011","040910","아이씨디","-",6720,"1,544","4.35","8,156","0.82",150,2.23,312,NA,"코스닥","IT H/W",6720,20,112536459840
"1012","003100","선광","-",17000,"928","18.32","45,791","0.37",350,2.06,11,NA,"코스닥","운송",17000,400,1.122e+11
"1013","257370","명성티엔에스","-",17600,"1,193","14.75","2,791","6.31",0,0,1222,NA,"코스닥","IT H/W",17600,-350,1.12112e+11
"1014","001340","백광산업","-",2490,"164","15.18","2,909","0.86",25,1,1389,NA,"코스피","화학",2490,0,111846833430
"1015","051360","토비스","-",6690,"799","8.37","9,919","0.67",160,2.39,419,NA,"코스닥","IT H/W",6690,20,111837118020
"1016","039860","나노엔텍","-",4235,"-","-","970","4.37",0,0,305,NA,"코스닥","의료·정밀기기",4235,100,111349965650
"1017","131370","알서포트","-",2090,"53","39.43","923","2.26",0,0,942,NA,"코스닥","IT S/W & SVC",2090,25,111328203470
"1018","103590","일진전기","-",3000,"-","-","8,575","0.35",60,2,2078,NA,"코스피","전기전자",3000,70,111241170000
"1019","002800","신신제약","-",7330,"245","29.92","3,436","2.13",33,0.45,10,NA,"코스닥","제약",7330,280,111199765000
"1020","056730","포스링크","-",2405,"-","-","910","2.64",0,0,489,NA,"코스닥","유통",2405,120,111024102540
"1021","068290","삼성출판사","-",11100,"338","32.84","8,770","1.27",150,1.35,1988,NA,"코스피","서비스업",11100,600,1.11e+11
"1022","014100","보령메디앙스","-",9400,"519","18.11","4,004","2.35",0,0,70,NA,"코스닥","화학",9400,100,1.1092e+11
"1023","019550","SBI인베스트먼트","-",683,"17","40.18","526","1.3",0,0,103,NA,"코스닥","금융",683,19,110691470725
"1024","025750","한솔홈데코","-",1370,"44","31.14","1,912","0.72",20,1.46,1885,NA,"코스피","종이목재",1370,20,110374254130
"1025","094850","참좋은여행","-",7880,"885","8.9","5,236","1.5",200,2.54,780,NA,"코스닥","기타서비스",7880,110,1.1032e+11
"1026","058400","KNN","-",833,"72","11.57","1,397","0.6",25,3,497,NA,"코스닥","통신방송서비스",833,7,110313956760
"1027","060560","홈센타홀딩스","-",1300,"-","-","1,253","1.04",50,3.85,521,NA,"코스닥","금융",1300,40,110305491400
"1028","270870","뉴트리","-",12200,"349","34.96","958","12.73",0,0,1259,NA,"코스닥","음식료·담배",12200,350,110193132800
"1029","003160","디아이","-",3495,"639","5.47","4,104","0.85",100,2.86,1488,NA,"코스피","의료정밀",3495,75,110081263575
"1030","022220","정산애강","-",2125,"184","11.55","1,234","1.72",0,0,119,NA,"코스닥","화학",2125,15,110063480375
"1031","008250","이건산업","-",10250,"570","17.98","16,251","0.63",250,2.44,1681,NA,"코스피","종이목재",10250,150,109836622000
"1032","032560","황금에스티","-",7840,"1,434","5.47","15,528","0.5",100,1.28,1914,NA,"코스피","철강금속",7840,90,1.0976e+11
"1033","053350","이니텍","-",5540,"523","10.59","6,786","0.82",0,0,453,NA,"코스닥","IT S/W & SVC",5540,10,109641674640
"1034","002600","조흥","-",182500,"18,830","9.69","200,652","0.91",6000,3.29,1456,NA,"코스피","음식료품",182500,3000,1.095e+11
"1035","130580","나이스디앤비","-",7110,"416","17.09","2,502","2.84",96,1.35,934,NA,"코스닥","기타서비스",7110,110,1.09494e+11
"1036","092600","넥스트칩","-",8140,"-","-","3,536","2.3",0,0,765,NA,"코스닥","IT H/W",8140,390,109462650000
"1037","040420","정상제이엘에스","-",6980,"551","12.67","4,104","1.7",430,6.16,310,NA,"코스닥","기타서비스",6980,0,109429312960
"1038","012200","계양전기","-",3350,"255","13.14","5,364","0.62",55,1.64,1775,NA,"코스피","기계",3350,40,1.0921e+11
"1039","014710","사조씨푸드","-",6340,"1,124","5.64","12,168","0.52",70,1.1,1803,NA,"코스피","음식료품",6340,40,109165562620
"1040","073560","우리손에프앤지","-",1575,"382","4.12","2,308","0.68",0,0,635,NA,"코스닥","음식료·담배",1575,20,109049287725
"1041","046120","오르비텍","-",4565,"150","30.43","2,741","1.67",0,0,370,NA,"코스닥","기타서비스",4565,90,108603965745
"1042","118990","모트렉스","-",3985,"909","4.38","4,931","0.81",143,3.59,891,NA,"코스닥","운송장비·부품",3985,35,108593421825
"1043","063160","종근당바이오","-",20750,"1,563","13.28","27,162","0.76",400,1.93,1981,NA,"코스피","의약품",20750,400,108511896750
"1044","094480","갤럭시아컴즈","-",2765,"131","21.11","1,815","1.52",30,1.08,777,NA,"코스닥","IT S/W & SVC",2765,65,108470502070
"1045","052790","액토즈소프트","-",9500,"-","-","9,453","1",0,0,440,NA,"코스닥","IT S/W & SVC",9500,200,107641061000
"1046","005710","대원산업","-",5370,"1,695","3.17","12,599","0.43",125,2.33,22,NA,"코스닥","운송장비·부품",5370,60,107601912000
"1047","069510","에스텍","-",9840,"1,178","8.35","11,407","0.86",500,5.08,612,NA,"코스닥","일반전기전자",9840,-100,107354400000
"1048","001470","삼부토건","-",4325,"-","-","12,582","0.34",0,0,1399,NA,"코스피","건설업",4325,70,107273541575
"1049","006340","대원전선","-",1575,"10","157.5","1,136","1.39",0,0,1634,NA,"코스피","전기전자",1575,40,107268794325
"1050","019660","글로본","-",3830,"-","-","855","4.48",0,0,106,NA,"코스닥","유통",3830,60,107244010010
"1051","017510","세명전기","-",7030,"241","29.17","4,318","1.63",80,1.14,89,NA,"코스닥","금속",7030,190,107179380000
"1052","096630","에스코넥","-",1640,"235","6.98","1,314","1.25",0,0,797,NA,"코스닥","IT H/W",1640,120,107035787360
"1053","052420","오성첨단소재","-",2150,"32","67.19","2,359","0.91",0,0,434,NA,"코스닥","IT H/W",2150,0,106893482850
"1054","065150","MP그룹","관리종목",1315,"-","-","412","3.19",0,0,548,NA,"코스닥","유통",1315,0,106263055205
"1055","058850","KTcs","-",2485,"170","14.62","3,611","0.69",80,3.22,1978,NA,"코스피","서비스업",2485,35,106072225000
"1056","046140","SBS콘텐츠허브","-",4940,"-","-","6,913","0.71",0,0,371,NA,"코스닥","오락·문화",4940,20,106029961700
"1057","068790","DMS","-",4590,"171","26.84","5,892","0.78",50,1.09,604,NA,"코스닥","기계·장비",4590,130,105719115330
"1058","026180","현대정보기술","-",1770,"17","104.12","843","2.1",0,0,154,NA,"코스닥","IT S/W & SVC",1770,20,105380835150
"1059","047770","코데즈컴바인","-",2780,"56","49.64","741","3.75",0,0,382,NA,"코스닥","섬유·의류",2780,-25,105202433560
"1060","224060","코디엠","-",743,"-","-","450","1.65",0,0,1155,NA,"코스닥","IT H/W",743,33,105181678271
"1061","103230","에스앤더블류","-",14550,"-","-","7,283","2",0,0,837,NA,"코스닥","기계·장비",14550,-100,1.0476e+11
"1062","053700","삼보모터스","-",7300,"471","15.5","13,447","0.54",70,0.96,459,NA,"코스닥","운송장비·부품",7300,210,104585136300
"1063","036180","영인프런티어","-",5940,"243","24.44","1,469","4.04",0,0,240,NA,"코스닥","유통",5940,360,104546025540
"1064","003610","방림","-",24700,"1,779","13.88","43,681","0.57",520,2.11,1516,NA,"코스피","섬유의복",24700,300,104515802300
"1065","053690","한미글로벌","-",9520,"899","10.59","9,139","1.04",250,2.63,1971,NA,"코스피","서비스업",9520,-100,104315876000
"1066","011160","두산건설","-",1415,"-","-","9,944","0.14",0,0,1753,NA,"코스피","건설업",1415,45,103756415935
"1067","008800","행남사","관리종목",3250,"-","-","2,320","1.4",0,0,43,NA,"코스닥","비금속",3250,-15,103616012500
"1068","217600","켐온","-",1620,"-","-","525","3.09",0,0,1130,NA,"코스닥","기타서비스",1620,90,103455370800
"1069","080220","제주반도체","-",3605,"160","22.53","2,008","1.8",0,0,673,NA,"코스닥","IT H/W",3605,95,102960739490
"1070","069920","아이에스이커머스","-",4030,"1,482","2.72","2,964","1.36",0,0,614,NA,"코스닥","유통",4030,30,102821794790
"1071","217620","디딤","-",2775,"77","36.04","889","3.12",0,0,1131,NA,"코스닥","숙박·음식",2775,-110,102680286375
"1072","041440","에버다임","-",5730,"986","5.81","10,243","0.56",110,1.92,316,NA,"코스닥","기계·장비",5730,40,102658359120
"1073","077360","덕산하이메탈","-",4515,"407","11.09","7,934","0.57",0,0,645,NA,"코스닥","일반전기전자",4515,15,102574032015
"1074","016710","대성홀딩스","-",6360,"1,309","4.86","24,992","0.25",250,3.93,1829,NA,"코스피","서비스업",6360,0,102328959240
"1075","034810","해성산업","-",10450,"348","30.03","14,632","0.71",125,1.2,219,NA,"코스닥","기타서비스",10450,150,1.02201e+11
"1076","023760","한국캐피탈","-",607,"38","15.97","1,195","0.51",13,2.14,125,NA,"코스닥","금융",607,7,102103212632
"1077","016090","대현","-",2305,"282","8.17","3,819","0.6",50,2.17,1821,NA,"코스피","섬유의복",2305,95,102070724550
"1078","023800","인지컨트롤스","-",6730,"-","-","12,671","0.53",150,2.23,1871,NA,"코스피","운수장비",6730,430,102027661440
"1079","082800","루미마이크로","-",1440,"-","-","424","3.4",0,0,686,NA,"코스닥","IT H/W",1440,75,101388440160
"1080","222110","팬젠","-",10500,"-","-","3,256","3.22",0,0,1149,NA,"코스닥","제약",10500,400,101238700500
"1081","041590","에너전트","-",2275,"-","-","2,016","1.13",0,0,320,NA,"코스닥","IT H/W",2275,85,101180147250
"1082","140670","알에스오토메이션","-",11100,"395","28.1","4,313","2.57",100,0.9,968,NA,"코스닥","IT H/W",11100,100,101044854000
"1083","048470","대동스틸","-",10100,"620","16.29","6,481","1.56",70,0.69,388,NA,"코스닥","금속",10100,100,1.01e+11
"1084","001570","금양","-",2335,"517","4.52","1,333","1.75",0,0,1410,NA,"코스피","화학",2335,-60,100933970900
"1085","004450","삼화왕관","-",46850,"4,516","10.37","62,303","0.75",1400,2.99,1551,NA,"코스피","기계",46850,250,100932656150
"1086","009300","삼아제약","-",15800,"951","16.61","24,506","0.64",250,1.58,45,NA,"코스닥","제약",15800,50,1.00646e+11
"1087","228340","동양파일","-",5030,"412","12.21","7,345","0.68",150,2.98,1173,NA,"코스닥","비금속",5030,100,1.006e+11
"1088","042420","네오위즈홀딩스","-",11350,"-","-","32,865","0.35",0,0,330,NA,"코스닥","금융",11350,150,100525429100
"1089","066620","국보디자인","-",13400,"1,827","7.33","13,238","1.01",280,2.09,576,NA,"코스닥","건설",13400,-100,1.005e+11
"1090","114810","아이원스","-",7490,"384","19.51","9,108","0.82",0,0,877,NA,"코스닥","IT H/W",7490,50,100485233310
"1091","064090","에프앤리퍼블릭","-",1680,"203","8.28","904","1.86",0,0,535,NA,"코스닥","유통",1680,50,100402574160
"1092","092440","기신정기","-",3435,"299","11.49","7,680","0.45",150,4.37,2052,NA,"코스피","기계",3435,0,1.00302e+11
"1093","068930","디지털대성","-",4465,"376","11.88","3,101","1.44",200,4.48,605,NA,"코스닥","기타서비스",4465,-40,100215688195
"1094","045970","코아시아홀딩스","-",5100,"237","21.52","5,784","0.88",0,0,367,NA,"코스닥","기타서비스",5100,0,100041671400
"1095","014280","금강공업","-",20600,"5,400","3.81","54,792","0.38",500,2.43,1797,NA,"코스피","철강금속",20600,-150,100032858400
"1096","009320","대우부품","-",2095,"61","34.34","800","2.62",0,0,1710,NA,"코스피","운수장비",2095,65,99819155625
"1097","039610","화성밸브","-",13700,"247","55.47","7,443","1.84",0,0,300,NA,"코스닥","기계·장비",13700,800,9.9736e+10
"1098","050110","캠시스","-",1725,"-","-","1,116","1.55",0,0,410,NA,"코스닥","IT H/W",1725,25,99730573125
"1099","080000","에스엔유","-",2905,"185","15.7","3,047","0.95",0,0,670,NA,"코스닥","기계·장비",2905,95,99707937350
"1100","069640","한세엠케이","-",7700,"581","13.25","12,284","0.63",200,2.6,1993,NA,"코스피","유통업",7700,30,99401779400
"1101","120030","조선선재","-",79000,"13,029","6.06","77,519","1.02",1500,1.9,2095,NA,"코스피","기계",79000,300,99354429000
"1102","055490","테이팩스","-",21050,"1,747","12.05","18,660","1.13",0,0,1972,NA,"코스피","화학",21050,1350,99306532500
"1103","082210","옵트론텍","-",4400,"213","20.66","4,199","1.05",0,0,683,NA,"코스닥","IT H/W",4400,-100,99266758800
"1104","036200","유니셈","-",3235,"799","4.05","2,906","1.11",60,1.85,242,NA,"코스닥","IT H/W",3235,130,99198761405
"1105","004080","신흥","-",10300,"332","31.02","8,997","1.14",200,1.94,1531,NA,"코스피","유통업",10300,-150,9.888e+10
"1106","031510","오스템","-",3800,"21","180.95","4,934","0.77",30,0.79,177,NA,"코스닥","운송장비·부품",3800,5,9.88e+10
"1107","144960","뉴파워프라즈마","-",11950,"2,253","5.3","14,543","0.82",280,2.34,981,NA,"코스닥","기계·장비",11950,0,98591527150
"1108","060310","3S","-",2215,"-","-","704","3.15",0,0,516,NA,"코스닥","기계·장비",2215,-25,98336869770
"1109","179290","엠아이텍","-",3230,"86","37.56","786","4.11",0,0,1030,NA,"코스닥","의료·정밀기기",3230,170,98268092340
"1110","041910","에스텍파마","-",8240,"132","62.42","7,121","1.16",50,0.61,322,NA,"코스닥","제약",8240,360,98041687120
"1111","223310","이에스브이","-",864,"-","-","178","4.85",0,0,1154,NA,"코스닥","IT S/W & SVC",864,5,97641673344
"1112","021080","에이티넘인베스트","-",2025,"182","11.13","1,478","1.37",60,2.96,114,NA,"코스닥","금융",2025,-5,9.72e+10
"1113","049520","유아이엘","-",4460,"702","6.35","7,994","0.56",500,11.21,402,NA,"코스닥","IT H/W",4460,75,97160814560
"1114","290550","디케이티","-",14100,"2,268","6.22","2,985","4.72",0,0,1279,NA,"코스닥","IT H/W",14100,3250,97007746200
